SIO2,TIO2,AL2O3,CR2O3,FEOT,CAO,MGO,MNO,K2O,NA2O,P2O5,H20,F,CL,NIO,CUO,COO,ZNO,PBO,S,ZRO2,AS,MINERAL,GROUP
0.11,0.01,0.02,0.14,6.27,30.08,7.27,10.76,0.75,3.25,0.0,0.0,0.0,0.55,0.05,0.0,0.0,0.39,0.0,0.6,0.02,0.0,ANKERITE,CARBONATE
0.03,0.06,0.05,0.18,10.2,28.6,16.8,0.65,0.06,0.11,0.01,0.0,2.59,0.05,0.03,0.0,0.0,0.02,0.0,0.6,0.18,0.0,ANKERITE,CARBONATE
0.08,0.13,0.09,0.11,11.5,29.17,12.17,1.07,0.03,0.15,0.05,0.0,4.79,0.05,0.03,0.0,0.0,0.39,0.0,0.19,0.01,0.0,ANKERITE,CARBONATE
0.0,0.0,0.02,0.08,25.95,28.17,2.92,1.46,0.15,1.05,0.11,0.0,0.0,0.14,0.05,0.0,0.0,0.15,0.0,0.2,0.02,0.0,ANKERITE,CARBONATE
0.04,0.06,0.05,0.07,0.0,39.84,14.06,1.23,0.01,0.01,0.45,0.0,1.78,0.04,0.05,0.0,0.0,0.15,0.0,0.0,0.01,0.0,ANKERITE,CARBONATE
0.0,0.07,0.01,0.01,11.1,28.3,13.8,1.85,0.17,0.14,0.01,0.0,1.72,0.0,0.0,0.0,0.0,0.06,0.0,0.19,0.01,0.0,ANKERITE,CARBONATE
0.0,0.03,0.0,0.04,7.19,28.26,15.12,1.48,0.0,0.25,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.06,0.0,0.6,0.04,0.0,ANKERITE,CARBONATE
0.88,0.03,0.06,0.17,14.97,29.64,9.1,0.77,0.03,0.5,0.12,0.0,3.99,0.05,0.05,0.0,0.0,0.39,0.0,0.19,0.18,0.0,ANKERITE,CARBONATE
0.05,0.0,0.0,0.0,3.47,29.75,17.19,1.39,0.05,0.01,0.01,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.19,0.02,0.0,ANKERITE,CARBONATE
0.3,0.0,0.02,0.02,11.35,28.0,14.2,0.84,0.0,0.01,0.0,0.0,0.16,0.0,0.02,0.0,0.0,0.07,0.0,0.0,0.01,0.0,ANKERITE,CARBONATE
0.02,0.13,0.01,0.1,1.04,27.34,18.47,3.43,0.19,0.23,0.06,0.0,4.6,0.01,0.07,0.0,0.0,0.39,0.0,0.6,0.18,0.0,ANKERITE,CARBONATE
0.0,0.0,0.0,0.0,7.46,30.38,15.29,0.68,0.02,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.01,0.0,0.2,0.04,0.0,ANKERITE,CARBONATE
0.06,0.0,0.03,0.07,7.92,28.89,15.78,0.31,0.75,0.2,0.0,0.0,0.0,0.05,0.03,0.0,0.0,0.01,0.0,0.19,0.18,0.0,ANKERITE,CARBONATE
0.25,0.02,0.27,0.02,1.26,29.75,12.51,9.52,0.13,0.63,0.22,0.0,4.44,0.14,0.03,0.0,0.0,0.53,0.0,0.01,0.18,0.0,ANKERITE,CARBONATE
1.06,0.01,0.07,0.0,11.8,28.68,12.47,2.01,0.01,0.17,0.04,0.0,0.18,0.0,0.01,0.0,0.0,0.06,0.0,0.6,0.01,0.0,ANKERITE,CARBONATE
0.0,0.02,0.0,0.0,6.79,31.36,15.31,0.08,0.01,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.0,ANKERITE,CARBONATE
0.09,0.0,0.04,0.14,5.3,27.1,16.45,3.34,0.04,0.06,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.18,0.0,ANKERITE,CARBONATE
0.05,0.21,0.15,0.17,15.29,31.85,5.41,3.82,0.37,0.93,0.08,0.0,0.14,0.14,0.0,0.0,0.0,0.21,0.0,0.6,0.04,0.0,ANKERITE,CARBONATE
0.16,0.03,0.01,0.06,12.1,30.55,11.51,1.05,0.72,0.06,0.08,0.0,2.97,0.05,0.08,0.0,0.0,0.06,0.0,0.19,0.01,0.0,ANKERITE,CARBONATE
0.0,0.11,0.03,0.07,10.71,28.96,9.83,5.65,4.07,3.4,0.37,0.0,0.56,0.31,0.07,0.0,0.0,0.0,0.0,0.4,0.18,0.0,ANKERITE,CARBONATE
0.01,0.02,0.02,0.0,8.83,27.46,10.84,2.92,0.28,0.0,0.04,0.0,0.0,0.14,0.01,0.0,0.0,0.0,0.0,0.19,0.01,0.0,ANKERITE,CARBONATE
0.04,0.11,0.01,0.01,12.53,29.85,7.69,6.35,0.22,11.81,0.05,0.0,0.83,0.15,0.05,0.0,0.0,0.0,0.0,0.24,0.02,0.0,ANKERITE,CARBONATE
0.02,0.02,0.08,0.07,6.19,29.55,16.71,0.88,0.15,0.11,0.01,0.0,1.5,0.0,0.0,0.0,0.0,0.06,0.0,0.2,0.18,0.0,ANKERITE,CARBONATE
0.01,0.0,0.04,0.02,7.31,29.36,15.93,0.92,0.05,0.0,0.0,0.0,0.22,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.18,0.0,ANKERITE,CARBONATE
0.96,0.01,0.56,0.07,18.7,27.04,7.16,3.1,0.27,0.52,0.0,0.0,2.58,0.01,0.03,0.0,0.0,0.14,0.0,0.19,0.02,0.0,ANKERITE,CARBONATE
0.02,0.19,0.0,0.74,14.52,27.36,9.06,3.68,0.07,0.11,0.02,0.0,0.23,0.05,0.03,0.0,0.0,0.14,0.0,0.6,0.01,0.0,ANKERITE,CARBONATE
0.01,0.07,0.02,0.01,7.38,29.9,15.6,0.91,0.23,0.07,0.0,0.0,0.17,0.0,0.03,0.0,0.0,0.06,0.0,0.2,0.01,0.0,ANKERITE,CARBONATE
0.0,0.01,0.01,0.07,6.18,29.78,16.57,2.19,0.19,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.19,0.04,0.0,ANKERITE,CARBONATE
0.0,0.22,0.25,0.06,4.81,33.38,7.73,0.56,3.76,7.38,0.46,0.0,1.52,0.37,0.03,0.0,0.0,0.06,0.0,0.3,0.01,0.0,ANKERITE,CARBONATE
0.32,0.09,0.16,0.06,17.16,26.75,8.67,2.61,0.15,0.13,0.06,0.0,1.82,0.01,0.0,0.0,0.0,0.14,0.0,0.6,0.18,0.0,ANKERITE,CARBONATE
0.0,0.0,0.02,0.01,1.17,28.34,17.81,4.06,0.03,0.0,0.0,0.0,0.03,0.0,0.02,0.0,0.0,0.06,0.0,0.6,0.18,0.0,ANKERITE,CARBONATE
0.05,0.0,0.0,0.0,19.46,28.71,7.69,0.75,0.03,0.52,0.0,0.0,2.09,0.0,0.03,0.0,0.0,0.06,0.0,0.19,0.18,0.0,ANKERITE,CARBONATE
0.0,0.04,0.0,0.0,20.75,27.23,4.34,5.6,0.07,0.0,0.18,0.0,0.12,0.14,0.03,0.0,0.0,0.15,0.0,0.19,0.02,0.0,ANKERITE,CARBONATE
0.69,0.02,0.51,0.07,21.5,27.66,3.59,3.88,0.2,0.13,0.03,0.0,0.23,0.06,0.03,0.0,0.0,0.53,0.0,0.6,0.04,0.0,ANKERITE,CARBONATE
0.07,0.14,0.0,0.18,13.77,26.44,12.28,2.41,0.27,0.19,0.04,0.0,4.66,0.06,0.08,0.0,0.0,0.14,0.0,0.01,0.02,0.0,ANKERITE,CARBONATE
0.06,0.0,0.0,0.03,16.26,26.72,10.31,1.45,0.01,0.06,0.0,0.0,0.17,0.01,0.07,0.0,0.0,0.39,0.0,0.2,0.18,0.0,ANKERITE,CARBONATE
0.06,0.0,0.01,0.07,17.66,27.52,7.11,4.74,0.16,0.06,0.03,0.0,0.1,0.05,0.05,0.0,0.0,0.39,0.0,0.0,0.01,0.0,ANKERITE,CARBONATE
0.04,0.0,0.0,0.0,15.88,29.96,8.9,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.04,0.0,ANKERITE,CARBONATE
0.81,0.01,0.25,0.17,12.93,31.92,10.33,1.09,0.11,0.96,0.25,0.0,4.56,0.04,0.03,0.0,0.0,0.53,0.0,0.6,0.18,0.0,ANKERITE,CARBONATE
0.02,0.02,0.02,0.09,11.37,27.41,9.7,6.84,0.03,0.1,0.04,0.0,2.66,0.04,0.03,0.0,0.0,0.39,0.0,0.0,0.02,0.0,ANKERITE,CARBONATE
0.36,0.06,0.39,0.0,15.85,27.77,6.42,6.86,0.0,1.64,0.09,0.0,0.2,0.21,0.03,0.0,0.0,0.0,0.0,0.01,0.01,0.0,ANKERITE,CARBONATE
0.23,0.06,0.0,0.18,5.26,31.68,13.2,2.13,0.19,0.87,0.3,0.0,0.16,0.62,0.08,0.0,0.0,0.39,0.0,0.4,0.18,0.0,ANKERITE,CARBONATE
0.0,0.29,0.15,0.0,6.74,32.34,13.78,1.37,2.73,20.42,0.47,0.0,2.95,0.21,0.03,0.0,0.0,0.39,0.0,0.24,0.18,0.0,ANKERITE,CARBONATE
0.02,0.02,0.0,0.14,12.9,29.91,6.48,6.77,0.0,0.0,0.01,0.0,2.9,0.05,0.0,0.0,0.0,0.39,0.0,0.19,0.01,0.0,ANKERITE,CARBONATE
0.36,0.26,0.07,0.09,23.58,27.68,3.01,2.45,0.03,0.0,0.01,0.0,2.63,0.0,0.0,0.0,0.0,0.53,0.0,0.6,0.02,0.0,ANKERITE,CARBONATE
0.8,4.68,0.09,0.26,9.79,11.94,15.04,1.13,1.93,11.93,0.34,0.0,4.0,0.31,0.07,0.0,0.0,0.21,0.0,0.4,0.02,0.0,BURBANKITE,CARBONATE
2.0,0.9,0.09,0.07,13.34,10.2,3.95,10.31,0.42,12.6,0.56,0.0,0.17,0.5,0.07,0.0,0.0,0.53,0.0,0.24,0.02,0.0,BURBANKITE,CARBONATE
0.21,0.22,0.09,0.0,14.71,10.08,15.05,1.78,2.25,12.03,0.83,0.0,2.71,0.34,0.05,0.0,0.0,0.15,0.0,0.4,0.18,0.0,BURBANKITE,CARBONATE
2.12,0.56,0.34,0.18,1.14,11.88,16.5,0.06,5.71,11.84,2.77,0.0,3.93,0.64,0.08,0.0,0.0,0.15,0.0,3.06,0.02,0.0,BURBANKITE,CARBONATE
0.0,0.87,0.28,0.0,0.07,12.12,17.67,0.05,4.07,12.01,2.94,0.0,7.4,0.6,0.07,0.0,0.0,0.39,0.0,0.24,0.18,0.0,BURBANKITE,CARBONATE
0.03,0.0,0.01,0.1,3.63,11.78,14.09,2.32,0.72,11.47,0.0,0.0,2.58,0.22,0.05,0.0,0.0,0.39,0.0,2.36,0.18,0.0,BURBANKITE,CARBONATE
0.3,0.09,0.1,0.18,8.69,9.07,15.1,1.93,1.97,13.27,0.44,0.0,3.87,0.15,0.05,0.0,0.0,0.21,0.0,0.3,0.02,0.0,BURBANKITE,CARBONATE
0.94,0.03,0.02,0.1,10.2,10.29,15.75,1.13,1.16,13.3,0.48,0.0,0.4,0.15,0.08,0.0,0.0,0.0,0.0,0.3,0.02,0.0,BURBANKITE,CARBONATE
0.03,1.3,0.26,0.26,3.22,10.63,16.84,0.13,2.3,12.97,0.14,0.0,1.27,0.31,0.03,0.0,0.0,0.39,0.0,0.24,0.04,0.0,BURBANKITE,CARBONATE
0.7,0.02,0.13,0.11,1.47,10.26,15.88,1.15,2.3,10.45,0.89,0.0,1.52,0.25,0.07,0.0,0.0,0.53,0.0,0.4,0.01,0.0,BURBANKITE,CARBONATE
0.0,0.22,0.17,0.07,7.1,9.97,16.3,0.83,1.97,12.1,0.42,0.0,2.15,0.26,0.07,0.0,0.0,0.0,0.0,0.4,0.01,0.0,BURBANKITE,CARBONATE
0.2,0.05,0.0,0.14,10.27,9.73,13.34,2.03,0.85,9.97,0.05,0.0,0.51,0.13,0.0,0.0,0.0,0.0,0.0,2.36,0.18,0.0,BURBANKITE,CARBONATE
0.46,0.02,0.11,0.02,6.24,11.48,11.91,2.61,3.95,11.38,0.04,0.0,1.07,0.21,0.03,0.0,0.0,0.53,0.0,2.85,0.01,0.0,BURBANKITE,CARBONATE
0.16,0.0,0.18,0.21,21.46,13.46,1.03,1.06,0.38,5.62,0.24,0.0,0.18,0.04,0.05,0.0,0.0,0.15,0.0,0.6,0.18,0.0,BURBANKITE,CARBONATE
0.0,0.01,0.16,0.18,2.0,2.9,19.7,0.75,4.37,13.5,0.14,0.0,2.15,0.34,0.07,0.0,0.0,0.14,0.0,0.4,0.18,0.0,BURBANKITE,CARBONATE
0.04,1.38,0.02,0.02,41.03,2.11,7.09,9.18,0.87,6.14,0.01,0.0,4.3,0.29,0.0,0.0,0.0,0.53,0.0,0.3,0.18,0.0,BURBANKITE,CARBONATE
0.09,0.22,0.14,0.0,45.25,11.63,3.21,4.73,1.23,6.21,0.32,0.0,0.18,0.22,0.07,0.0,0.0,0.53,0.0,0.01,0.02,0.0,BURBANKITE,CARBONATE
0.06,0.26,0.24,0.15,15.08,8.25,0.98,0.98,1.02,13.4,0.27,0.0,0.2,0.22,0.05,0.0,0.0,0.14,0.0,2.36,0.01,0.0,BURBANKITE,CARBONATE
1.57,0.01,0.5,0.07,0.7,10.1,1.3,0.86,0.0,5.64,0.0,0.0,0.06,0.15,0.07,0.0,0.0,0.14,0.0,0.01,0.01,0.0,BURBANKITE,CARBONATE
1.82,0.48,0.31,0.18,1.26,10.62,16.95,0.16,5.52,12.07,2.4,0.0,3.68,0.6,0.08,0.0,0.0,0.15,0.0,2.69,0.04,0.0,BURBANKITE,CARBONATE
1.41,0.62,0.12,0.11,15.94,11.24,3.02,7.35,0.41,10.37,0.46,0.0,0.17,0.35,0.06,0.0,0.0,0.41,0.0,0.36,0.07,0.0,BURBANKITE,CARBONATE
0.54,0.13,0.06,0.05,12.68,10.17,15.37,1.49,1.76,12.6,0.67,0.0,1.67,0.25,0.07,0.0,0.0,0.08,0.0,0.35,0.11,0.0,BURBANKITE,CARBONATE
0.04,1.37,0.02,0.02,40.77,2.26,7.01,9.07,0.86,6.13,0.01,0.0,4.25,0.29,0.0,0.0,0.0,0.52,0.0,0.3,0.18,0.0,BURBANKITE,CARBONATE
0.89,0.04,0.03,0.1,10.02,10.27,15.78,1.11,1.21,13.23,0.48,0.0,0.5,0.16,0.08,0.0,0.0,0.0,0.0,0.31,0.01,0.0,BURBANKITE,CARBONATE
0.11,0.1,0.04,0.06,8.47,11.04,14.51,2.08,1.39,11.71,0.36,0.0,2.64,0.27,0.05,0.0,0.0,0.28,0.0,1.5,0.18,0.0,BURBANKITE,CARBONATE
0.82,0.22,0.23,0.18,1.67,6.36,18.47,0.48,4.89,12.86,1.15,0.0,2.84,0.46,0.08,0.0,0.0,0.14,0.0,1.43,0.12,0.0,BURBANKITE,CARBONATE
0.06,0.26,0.24,0.15,15.0,8.27,1.18,1.0,1.02,13.35,0.27,0.0,0.2,0.22,0.05,0.0,0.0,0.13,0.0,2.36,0.01,0.0,BURBANKITE,CARBONATE
0.05,0.18,0.13,0.09,7.83,9.91,15.62,1.11,1.71,11.61,0.34,0.0,1.77,0.23,0.05,0.0,0.0,0.0,0.0,0.85,0.05,0.0,BURBANKITE,CARBONATE
0.42,0.04,0.1,0.06,6.83,10.9,12.68,2.45,3.47,11.84,0.14,0.0,1.74,0.2,0.03,0.0,0.0,0.45,0.0,2.24,0.01,0.0,BURBANKITE,CARBONATE
0.17,0.22,0.11,0.0,24.38,10.57,11.3,2.71,1.93,10.19,0.67,0.0,1.91,0.3,0.06,0.0,0.0,0.27,0.0,0.28,0.13,0.0,BURBANKITE,CARBONATE
0.43,0.02,0.14,0.14,1.68,7.39,17.37,0.99,3.11,11.64,0.6,0.0,1.77,0.29,0.07,0.0,0.0,0.38,0.0,0.4,0.08,0.0,BURBANKITE,CARBONATE
0.0,0.73,0.26,0.03,0.39,10.58,18.01,0.17,4.12,12.26,2.47,0.0,6.52,0.56,0.07,0.0,0.0,0.35,0.0,0.27,0.18,0.0,BURBANKITE,CARBONATE
1.31,0.05,0.46,0.08,3.19,9.78,1.24,0.88,0.18,6.98,0.05,0.0,0.08,0.16,0.07,0.0,0.0,0.14,0.0,0.42,0.01,0.0,BURBANKITE,CARBONATE
0.65,0.1,0.05,0.06,11.96,10.21,15.48,1.38,1.59,12.8,0.62,0.0,1.3,0.22,0.07,0.0,0.0,0.06,0.0,0.34,0.08,0.0,BURBANKITE,CARBONATE
0.65,3.87,0.1,0.23,9.3,11.58,15.27,1.08,1.93,11.96,0.35,0.0,3.66,0.3,0.07,0.0,0.0,0.17,0.0,0.4,0.01,0.0,BURBANKITE,CARBONATE
0.34,0.07,0.1,0.14,8.09,9.66,14.32,2.1,2.45,12.81,0.34,0.0,3.19,0.16,0.05,0.0,0.0,0.29,0.0,0.92,0.01,0.0,BURBANKITE,CARBONATE
0.03,0.55,0.11,0.17,3.46,11.29,15.26,1.39,1.39,12.11,0.06,0.0,2.02,0.26,0.04,0.0,0.0,0.39,0.0,1.46,0.12,0.0,BURBANKITE,CARBONATE
1.28,0.02,0.4,0.09,2.69,10.02,3.8,1.1,0.18,6.54,0.01,0.0,0.15,0.15,0.05,0.0,0.0,0.11,0.0,0.5,0.05,0.0,BURBANKITE,CARBONATE
0.11,0.09,0.04,0.06,8.42,11.05,14.51,2.09,1.38,11.71,0.36,0.0,2.64,0.27,0.05,0.0,0.0,0.28,0.0,1.51,0.18,0.0,BURBANKITE,CARBONATE
0.03,1.26,0.26,0.25,3.34,10.61,16.82,0.15,2.29,12.94,0.15,0.0,1.3,0.31,0.03,0.0,0.0,0.37,0.0,0.25,0.04,0.0,BURBANKITE,CARBONATE
0.33,0.82,0.29,0.03,0.24,12.08,17.49,0.05,4.33,11.98,2.91,0.0,6.85,0.61,0.07,0.0,0.0,0.35,0.0,0.68,0.15,0.0,BURBANKITE,CARBONATE
0.57,0.02,0.12,0.06,4.09,10.93,13.7,1.95,3.21,10.96,0.42,0.0,1.27,0.23,0.05,0.0,0.0,0.53,0.0,1.75,0.01,0.0,BURBANKITE,CARBONATE
0.19,0.05,0.06,0.15,6.69,10.14,14.7,2.09,1.48,12.56,0.27,0.0,3.36,0.18,0.05,0.0,0.0,0.28,0.0,1.11,0.08,0.0,BURBANKITE,CARBONATE
0.03,0.1,0.02,0.11,3.6,11.7,14.29,2.16,0.84,11.58,0.01,0.0,2.48,0.23,0.05,0.0,0.0,0.39,0.0,2.2,0.17,0.0,BURBANKITE,CARBONATE
0.74,0.08,0.04,0.07,11.43,10.23,15.56,1.31,1.46,12.95,0.58,0.0,1.03,0.2,0.07,0.0,0.0,0.04,0.0,0.33,0.06,0.0,BURBANKITE,CARBONATE
0.73,0.05,0.04,0.13,9.71,9.89,15.54,1.39,1.42,13.29,0.47,0.0,1.53,0.15,0.07,0.0,0.0,0.07,0.0,0.3,0.02,0.0,BURBANKITE,CARBONATE
0.05,0.74,0.15,0.09,26.23,5.61,3.6,4.5,0.95,10.28,0.16,0.0,1.96,0.25,0.03,0.0,0.0,0.31,0.0,1.48,0.08,0.0,BURBANKITE,CARBONATE
0.69,0.03,0.07,0.06,8.14,10.91,13.75,1.9,2.61,12.3,0.25,0.0,0.75,0.18,0.05,0.0,0.0,0.28,0.0,1.63,0.01,0.0,BURBANKITE,CARBONATE
0.06,1.25,0.25,0.25,3.15,10.62,16.8,0.17,2.3,12.87,0.17,0.0,1.28,0.31,0.03,0.0,0.0,0.39,0.0,0.25,0.04,0.0,BURBANKITE,CARBONATE
0.29,0.22,0.28,0.14,12.84,8.54,1.03,0.96,0.86,12.19,0.23,0.0,0.18,0.21,0.05,0.0,0.0,0.14,0.0,1.99,0.01,0.0,BURBANKITE,CARBONATE
0.01,0.0,0.0,0.02,0.14,56.22,0.05,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,CALCITE,CARBONATE
0.0,0.0,0.01,0.0,0.5,52.78,0.5,1.15,0.0,0.02,0.02,0.0,0.03,0.0,0.01,0.0,0.0,0.04,0.0,0.01,0.04,0.0,CALCITE,CARBONATE
0.02,0.04,0.0,0.17,0.21,54.49,0.0,0.0,0.02,0.15,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.01,0.04,0.0,CALCITE,CARBONATE
0.03,0.04,0.0,0.01,0.15,55.41,0.1,0.01,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,CALCITE,CARBONATE
0.08,0.0,0.02,0.07,0.44,58.62,0.1,2.46,0.0,0.02,0.02,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.14,0.01,0.0,CALCITE,CARBONATE
0.01,0.01,0.13,0.02,1.17,50.68,0.29,0.48,0.13,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,CALCITE,CARBONATE
1.1,0.03,0.27,0.18,0.28,50.8,3.1,0.24,0.15,0.31,0.06,0.0,0.05,0.0,0.03,0.0,0.0,0.02,0.0,0.19,0.04,0.0,CALCITE,CARBONATE
0.12,0.0,0.0,0.02,0.16,54.79,0.05,0.03,0.01,0.03,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,CALCITE,CARBONATE
0.08,0.02,0.0,0.01,1.1,53.37,0.01,0.2,0.2,0.07,0.02,0.0,0.05,0.0,0.02,0.0,0.0,0.0,0.0,0.2,0.18,0.0,CALCITE,CARBONATE
0.09,0.04,0.04,0.0,0.13,53.2,0.17,0.15,0.15,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.01,0.0,CALCITE,CARBONATE
0.09,0.0,0.01,0.0,0.17,54.16,0.09,0.05,0.02,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.18,0.0,CALCITE,CARBONATE
0.03,0.0,0.02,0.0,0.35,55.08,0.56,0.06,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,CALCITE,CARBONATE
0.1,0.02,0.02,0.01,0.07,53.12,0.49,0.46,0.01,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.01,0.18,0.0,CALCITE,CARBONATE
0.12,0.03,0.12,0.04,0.35,54.07,0.18,0.6,0.19,0.12,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,CALCITE,CARBONATE
0.27,0.02,0.09,0.01,0.19,53.6,1.1,0.16,0.07,0.09,0.07,0.0,0.31,1.29,0.2,0.0,0.0,0.0,0.0,0.01,0.18,0.0,CALCITE,CARBONATE
0.1,0.03,0.02,0.09,0.3,53.4,0.39,0.53,0.13,0.2,0.0,0.0,2.9,0.06,0.03,0.0,0.0,0.03,0.0,0.01,0.18,0.0,CALCITE,CARBONATE
0.44,0.0,0.02,0.0,0.35,52.97,2.12,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,CALCITE,CARBONATE
0.01,0.05,0.0,0.0,0.8,54.18,0.05,0.28,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,CALCITE,CARBONATE
0.65,0.29,0.87,0.09,0.43,50.81,0.56,0.34,0.01,0.07,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.01,0.0,CALCITE,CARBONATE
0.55,0.0,0.16,0.82,0.67,56.55,0.18,0.0,0.33,0.0,0.06,0.0,0.16,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.02,0.0,CALCITE,CARBONATE
0.02,0.0,0.0,0.07,0.1,56.31,0.01,0.0,0.01,0.32,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.05,0.0,0.0,0.18,0.0,CALCITE,CARBONATE
0.27,0.02,0.05,0.0,0.1,56.79,0.15,0.11,0.32,0.01,0.58,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.0,CALCITE,CARBONATE
0.12,0.01,0.01,0.07,0.14,57.08,0.09,0.0,0.0,0.1,0.05,0.0,0.23,0.0,0.05,0.0,0.0,0.0,0.0,0.01,0.02,0.0,CALCITE,CARBONATE
0.01,0.01,0.01,0.04,0.11,53.08,0.65,0.09,0.01,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.14,0.04,0.0,CALCITE,CARBONATE
0.05,0.0,0.0,0.01,0.34,53.93,0.55,1.5,0.0,0.03,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.39,0.0,0.0,7.52,0.0,CALCITE,CARBONATE
0.05,0.01,0.0,0.0,0.53,51.87,0.57,0.3,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,CALCITE,CARBONATE
0.03,0.04,0.05,0.07,0.67,49.78,0.33,1.61,0.09,0.03,0.03,0.0,0.0,0.0,0.2,0.0,0.0,0.14,0.0,0.01,0.01,0.0,CALCITE,CARBONATE
0.0,0.0,0.02,0.07,0.09,57.52,0.15,0.44,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.01,0.0,CALCITE,CARBONATE
0.02,0.0,0.02,0.04,0.41,52.6,0.46,0.34,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.0,CALCITE,CARBONATE
0.02,0.0,0.01,0.0,0.09,54.82,0.1,0.02,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,CALCITE,CARBONATE
0.2,0.06,0.11,0.09,0.37,52.49,0.0,0.82,0.0,0.25,0.02,0.0,0.39,0.0,0.0,0.0,0.0,0.39,0.0,0.01,0.02,0.0,CALCITE,CARBONATE
1.24,0.0,0.1,0.0,0.44,52.41,0.7,0.47,0.0,0.02,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.04,0.0,0.19,0.01,0.0,CALCITE,CARBONATE
0.0,0.0,0.0,0.0,0.54,49.14,0.72,0.38,0.0,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,CALCITE,CARBONATE
0.0,0.0,0.03,0.0,0.31,58.42,0.08,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.03,0.0,0.01,0.01,0.0,CALCITE,CARBONATE
0.02,0.0,0.0,0.0,0.42,53.57,0.28,0.45,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,CALCITE,CARBONATE
0.18,0.0,0.0,0.06,0.53,48.05,0.69,0.4,0.01,0.03,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,CALCITE,CARBONATE
0.03,0.0,0.0,0.02,0.14,53.34,0.06,0.15,0.03,0.03,0.07,0.0,0.22,0.02,0.04,0.0,0.0,0.0,0.0,0.0,0.18,0.0,CALCITE,CARBONATE
0.95,0.13,0.0,0.1,11.96,27.02,7.3,9.1,0.1,0.69,0.08,0.0,3.2,0.06,0.0,0.0,0.0,0.21,0.0,0.01,0.18,0.0,CALCITE,CARBONATE
0.04,0.01,0.03,0.03,0.65,49.74,0.04,3.06,0.08,0.04,0.0,0.0,0.0,0.01,0.03,0.0,0.0,0.06,0.0,0.14,0.02,0.0,CALCITE,CARBONATE
0.21,0.04,0.05,0.15,0.0,50.46,3.97,0.0,0.04,0.13,0.04,0.0,0.38,0.0,0.02,0.0,0.0,0.06,0.0,0.0,0.01,0.0,CALCITE,CARBONATE
0.0,0.0,0.0,0.0,0.09,55.03,0.01,0.04,0.0,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,CALCITE,CARBONATE
